domain,label,source,domain_age_days
vtb.ru,Legitimate,tranco_external,10093
mine.nu,Legitimate,tranco_external,9717
appboy.com,Legitimate,tranco_external,6364
bokepnoz.in,Legitimate,tranco_external,-1
newyorker.com,Legitimate,tranco_external,-1
mmcdn.com,Legitimate,tranco_external,4375
last.fm,Legitimate,tranco_external,8756
dochii.xyz,Legitimate,tranco_external,88
fsc.org,Legitimate,tranco_external,10533
tjk-njk.com,Legitimate,tranco_external,692
libramemoria.com,Legitimate,tranco_external,5996
skymovieshd.mba,Legitimate,tranco_external,-1
gallup.com,Legitimate,tranco_external,-1
9animetv.to,Legitimate,tranco_external,1153
pornpics.de,Legitimate,tranco_external,-1
turkish123.to,Legitimate,tranco_external,887
iau.ir,Legitimate,tranco_external,-1
spacex.com,Legitimate,tranco_external,8702
egais.ru,Legitimate,tranco_external,7287
chanel.com,Legitimate,tranco_external,-1
gboxlab.com,Legitimate,tranco_external,1350
matrix.org,Legitimate,tranco_external,11451
act.org,Legitimate,tranco_external,12640
ntvspor.net,Legitimate,tranco_external,7371
infojobs.net,Legitimate,tranco_external,10214
dlsite.com,Legitimate,tranco_external,9324
ip.sb,Legitimate,tranco_external,-1
geni.com,Legitimate,tranco_external,8303
stumbleupon.com,Legitimate,tranco_external,8890
designboom.com,Legitimate,tranco_external,9608
samr.gov.cn,Legitimate,tranco_external,2875
eurekacloud.io,Legitimate,tranco_external,2416
island.io,Legitimate,tranco_external,5507
rackspaceclouddb.com,Legitimate,tranco_external,-1
tubi.video,Legitimate,tranco_external,-1
mediawiki.org,Legitimate,tranco_external,8249
fsiblog5.com,Legitimate,tranco_external,239
worldoftanks.eu,Legitimate,tranco_external,-1
superbthemes.com,Legitimate,tranco_external,-1
voegol.com.br,Legitimate,tranco_external,-1
defense.gov,Legitimate,tranco_external,8559
dnsitalia.net,Legitimate,tranco_external,9433
miitbeian.gov.cn,Legitimate,tranco_external,5761
fullstory.com,Legitimate,tranco_external,8980
fotoscapes.com,Legitimate,tranco_external,9605
hentaiz.bot,Legitimate,tranco_external,-1
skysports.com,Legitimate,tranco_external,10135
neu.edu.cn,Legitimate,tranco_external,-1
wsj.net,Legitimate,tranco_external,-1
kth.se,Legitimate,tranco_external,14804
livenation.com,Legitimate,tranco_external,-1
haberturk.com,Legitimate,tranco_external,9409
sicredi.com.br,Legitimate,tranco_external,-1
mawartotohijau.com,Legitimate,tranco_external,53
ome.tv,Legitimate,tranco_external,3835
lexisnexisrisk.com,Legitimate,tranco_external,6130
conectate.com.do,Legitimate,tranco_external,6098
eukdns.com,Legitimate,tranco_external,8615
tkc.co.jp,Legitimate,tranco_external,-1
thumbzilla.com,Legitimate,tranco_external,9853
dssedge.com,Legitimate,tranco_external,-1
blog.gov.uk,Legitimate,tranco_external,-1
fextralife.com,Legitimate,tranco_external,4594
maff.go.jp,Legitimate,tranco_external,-1
pasarbokep.com,Legitimate,tranco_external,2874
google.td,Legitimate,tranco_external,2378
testnav.com,Legitimate,tranco_external,-1
phimxxx.ai,Legitimate,tranco_external,788
pozdravok.com,Legitimate,tranco_external,5557
wallpapercave.com,Legitimate,tranco_external,4104
porn-sex-site.com,Legitimate,tranco_external,459
evidon.com,Legitimate,tranco_external,6931
speedrun.com,Legitimate,tranco_external,9107
tinkoff.ru,Legitimate,tranco_external,10063
edge.apple,Legitimate,tranco_external,-1
salesmartly.com,Legitimate,tranco_external,1692
arenabg.com,Legitimate,tranco_external,8315
queniucf.com,Legitimate,tranco_external,1797
awsdns-24.co.uk,Legitimate,tranco_external,-1
officedepot.com,Legitimate,tranco_external,-1
okex.org,Legitimate,tranco_external,3210
monica.im,Legitimate,tranco_external,-1
jedolo.com,Legitimate,tranco_external,3676
openrouter.ai,Legitimate,tranco_external,1058
kgns1.com,Legitimate,tranco_external,1133
digitalturbine.com,Legitimate,tranco_external,7078
uaserials.com,Legitimate,tranco_external,2989
stylitics.com,Legitimate,tranco_external,5636
usabracketing.com,Legitimate,tranco_external,1083
ivicdn.tv,Legitimate,tranco_external,1457
awsdns-49.co.uk,Legitimate,tranco_external,-1
bk6bba-resources.com,Legitimate,tranco_external,1616
pitc.com.pk,Legitimate,tranco_external,5779
leadconnectorhq.com,Legitimate,tranco_external,1964
gunbroker.com,Legitimate,tranco_external,9881
locketcamera.com,Legitimate,tranco_external,1547
uni-leipzig.de,Legitimate,tranco_external,-1
mediawallahscript.com,Legitimate,tranco_external,4367
hola.org,Legitimate,tranco_external,8724
google.com.pk,Legitimate,tranco_external,8406
sharepointonline.com,Legitimate,tranco_external,7659
freenet.de,Legitimate,tranco_external,-1
grofer.io,Legitimate,tranco_external,3655
dapay2.com,Legitimate,tranco_external,149
servetraff.com,Legitimate,tranco_external,1566
easytomessage.com,Legitimate,tranco_external,5018
aa.com.tr,Legitimate,tranco_external,-1
bankier.pl,Legitimate,tranco_external,-1
nla.gov.au,Legitimate,tranco_external,-1
google.fr,Legitimate,tranco_external,9358
um.es,Legitimate,tranco_external,-1
pi7.org,Legitimate,tranco_external,2373
kiplinger.com,Legitimate,tranco_external,-1
solopornoitaliani.xxx,Legitimate,tranco_external,4228
abc7ny.com,Legitimate,tranco_external,-1
volccdn.com,Legitimate,tranco_external,1909
gr.com,Legitimate,tranco_external,11519
uvm.edu,Legitimate,tranco_external,-1
war.gov,Legitimate,tranco_external,-1
sapphireonline.pk,Legitimate,tranco_external,3814
badoocdn.com,Legitimate,tranco_external,5173
aidemsrv.com,Legitimate,tranco_external,1516
easy4ipcloud.com,Legitimate,tranco_external,4383
ixigo.com,Legitimate,tranco_external,7114
flashscore.com.br,Legitimate,tranco_external,-1
tribuneindia.com,Legitimate,tranco_external,10512
zhangmenglong.cn,Legitimate,tranco_external,1231
liquidweb.com,Legitimate,tranco_external,10444
ntt.net,Legitimate,tranco_external,11159
px-cdn.net,Legitimate,tranco_external,2979
host-vision.com,Legitimate,tranco_external,7993
lifehacker.com,Legitimate,tranco_external,-1
locaweb.com.br,Legitimate,tranco_external,-1
skechers.com,Legitimate,tranco_external,-1
tdnsvod1.cn,Legitimate,tranco_external,1547
nd.edu,Legitimate,tranco_external,-1
tawk.to,Legitimate,tranco_external,4990
dallasnews.com,Legitimate,tranco_external,10922
sbis.ru,Legitimate,tranco_external,10014
usgs.gov,Legitimate,tranco_external,10386
bfldr.com,Legitimate,tranco_external,-1
jagex.com,Legitimate,tranco_external,-1
resideo.com,Legitimate,tranco_external,8145
sporza.be,Legitimate,tranco_external,-1
kathimerini.gr,Legitimate,tranco_external,-1
iana.org,Legitimate,tranco_external,11236
tameteo.com,Legitimate,tranco_external,6404
adjust.net.in,Legitimate,tranco_external,2052
la.gov,Legitimate,tranco_external,9633
xhcdn.com,Legitimate,tranco_external,5438
marketo.net,Legitimate,tranco_external,6987
dota2.com,Legitimate,tranco_external,6103
yarnpkg.com,Legitimate,tranco_external,3456
millipiyangoonline.com,Legitimate,tranco_external,2206
megagroup.ru,Legitimate,tranco_external,7977
rezka-ua.tv,Legitimate,tranco_external,851
joomcdn.net,Legitimate,tranco_external,3001
bunkr.cr,Legitimate,tranco_external,-1
bath.ac.uk,Legitimate,tranco_external,-1
championat.asia,Legitimate,tranco_external,5048
hihonorcdn.com,Legitimate,tranco_external,-1
bytepluscdn.com,Legitimate,tranco_external,1825
skypeforbusiness.com,Legitimate,tranco_external,6474
atom.com,Legitimate,tranco_external,11219
mijia.tech,Legitimate,tranco_external,-1
centrum.cz,Legitimate,tranco_external,-1
sexiveo.com,Legitimate,tranco_external,205
ces.tech,Legitimate,tranco_external,3833
ny.gov,Legitimate,tranco_external,8574
todoist.com,Legitimate,tranco_external,7004
google.com.lb,Legitimate,tranco_external,4317
military.com,Legitimate,tranco_external,10521
ardmediathek.de,Legitimate,tranco_external,-1
blueduckredapple.com,Legitimate,tranco_external,1312
karger.com,Legitimate,tranco_external,10498
quickstream-app.com,Legitimate,tranco_external,285
cam4.com,Legitimate,tranco_external,9722
laredoute.fr,Legitimate,tranco_external,10201
redcdn.pl,Legitimate,tranco_external,-1
swisssign.net,Legitimate,tranco_external,8827
farsnews.ir,Legitimate,tranco_external,-1
livetex.ru,Legitimate,tranco_external,5527
gamer-network.uk,Legitimate,tranco_external,-1
monetixads.com,Legitimate,tranco_external,-1
getcomposer.org,Legitimate,tranco_external,5253
cri.cn,Legitimate,tranco_external,8401
allyonostore.com,Legitimate,tranco_external,593
hubapi.com,Legitimate,tranco_external,6499
af.mil,Legitimate,tranco_external,-1
bato.si,Legitimate,tranco_external,414
ficbook.net,Legitimate,tranco_external,5478
19fortyfive.com,Legitimate,tranco_external,2122
freefiremobile.com,Legitimate,tranco_external,3109
lettuceclub.net,Legitimate,tranco_external,9460
devowl.io,Legitimate,tranco_external,2322
windguru.cz,Legitimate,tranco_external,-1
abc.net.au,Legitimate,tranco_external,-1
cnews.fr,Legitimate,tranco_external,4159
mac.com,Legitimate,tranco_external,10704
softether-network.net,Legitimate,tranco_external,4747
chron.com,Legitimate,tranco_external,-1
fazenda.gov.br,Legitimate,tranco_external,-1
shaalaa.com,Legitimate,tranco_external,5632
hivebedrock.network,Legitimate,tranco_external,-1
euid.eu,Legitimate,tranco_external,-1
css-tricks.com,Legitimate,tranco_external,-1
statnews.com,Legitimate,tranco_external,8305
gama.ir,Legitimate,tranco_external,-1
gazzetta.gr,Legitimate,tranco_external,-1
huaweicloudwaf.com,Legitimate,tranco_external,2604
doaj.org,Legitimate,tranco_external,8434
creditmutuel.fr,Legitimate,tranco_external,11171
parklogic.com,Legitimate,tranco_external,6950
sharechat.com,Legitimate,tranco_external,-1
disa.mil,Legitimate,tranco_external,-1
vorwerk-digital.com,Legitimate,tranco_external,2806
obi.de,Legitimate,tranco_external,-1
xxbrits.com,Legitimate,tranco_external,2421
google.lt,Legitimate,tranco_external,-1
wpi.edu,Legitimate,tranco_external,-1
evite.com,Legitimate,tranco_external,10035
alibabacorp.com,Legitimate,tranco_external,6789
gemius.pl,Legitimate,tranco_external,-1
mynet.com,Legitimate,tranco_external,11404
dalyfeds.com,Legitimate,tranco_external,803
rmsolutions.ch,Legitimate,tranco_external,-1
solidworks.com,Legitimate,tranco_external,11121
preply.com,Legitimate,tranco_external,5525
ftc.ru,Legitimate,tranco_external,10394
remitly.com,Legitimate,tranco_external,5114
ge.com,Legitimate,tranco_external,-1
cdnhwczba04.com,Legitimate,tranco_external,1482
luticlip.com,Legitimate,tranco_external,3431
mediav.com,Legitimate,tranco_external,8233
permkrai.ru,Legitimate,tranco_external,8277
volkswagen.de,Legitimate,tranco_external,-1
viglink.com,Legitimate,tranco_external,-1
xero.com,Legitimate,tranco_external,-1
rackspace-cloud.com,Legitimate,tranco_external,-1
synopsys.com,Legitimate,tranco_external,-1
iata.org,Legitimate,tranco_external,11415
amazon.sa,Legitimate,tranco_external,-1
garmin.com,Legitimate,tranco_external,11270
goodnotescloud.com,Legitimate,tranco_external,2107
yottaa.net,Legitimate,tranco_external,6237
mitchell1.com,Legitimate,tranco_external,9407
prnt.sc,Legitimate,tranco_external,4512
placed.com,Legitimate,tranco_external,9663
pscube.jp,Legitimate,tranco_external,4584
google.co.ve,Legitimate,tranco_external,-1
bblmw.com,Legitimate,tranco_external,932
producthunt.com,Legitimate,tranco_external,8407
ekstrabladet.dk,Legitimate,tranco_external,-1
shopifyapps.com,Legitimate,tranco_external,6480
okko.tv,Legitimate,tranco_external,4954
keio.ac.jp,Legitimate,tranco_external,-1
president.jp,Legitimate,tranco_external,9086
travelandtourworld.com,Legitimate,tranco_external,6149
t1chat.com,Legitimate,tranco_external,377
3cat.cat,Legitimate,tranco_external,2720
aida.de,Legitimate,tranco_external,-1
alternet.org,Legitimate,tranco_external,11416
nbcuni.com,Legitimate,tranco_external,8225
keralalotteries.net,Legitimate,tranco_external,3160
operacdn.com,Legitimate,tranco_external,-1
xgroovy.com,Legitimate,tranco_external,2530
vercomicsporno.com,Legitimate,tranco_external,4357
printercloud.com,Legitimate,tranco_external,6577
powerbi.com,Legitimate,tranco_external,5866
dpreview.com,Legitimate,tranco_external,9708
toprecepty.cz,Legitimate,tranco_external,-1
tmohentai.com,Legitimate,tranco_external,4241
buymeacoffee.com,Legitimate,tranco_external,-1
ojogodobicho.com,Legitimate,tranco_external,8765
segmento.ru,Legitimate,tranco_external,6383
comicbox.xyz,Legitimate,tranco_external,-1
aizhantj.com,Legitimate,tranco_external,589
nguoiquansat.vn,Legitimate,tranco_external,-1
kolesa.kz,Legitimate,tranco_external,7734
onswingers.com,Legitimate,tranco_external,6270
adventori.com,Legitimate,tranco_external,5961
mordorintelligence.com,Legitimate,tranco_external,4460
youngle.site,Legitimate,tranco_external,1366
morganstanley.com,Legitimate,tranco_external,-1
tableau.com,Legitimate,tranco_external,10851
louisville.edu,Legitimate,tranco_external,-1
slt.lk,Legitimate,tranco_external,-1
programme-tv.net,Legitimate,tranco_external,8556
anaconda.com,Legitimate,tranco_external,10513
gotomeeting.com,Legitimate,tranco_external,8293
krushmedia.com,Legitimate,tranco_external,4909
sahibinden.com,Legitimate,tranco_external,9567
boomplaymusic.com,Legitimate,tranco_external,3458
spectrum.com,Legitimate,tranco_external,-1
weplayapp.com,Legitimate,tranco_external,1826
partslink24.com,Legitimate,tranco_external,8327
virtualearth.net,Legitimate,tranco_external,-1
minepi.com,Legitimate,tranco_external,2654
arduino.cc,Legitimate,tranco_external,7440
google.com.sb,Legitimate,tranco_external,-1
glpals.com,Legitimate,tranco_external,9160
meteofor.lt,Legitimate,tranco_external,-1
arbada.com,Legitimate,tranco_external,2868
uncen.org,Legitimate,tranco_external,1806
gaymaletube.com,Legitimate,tranco_external,6580
aade.gr,Legitimate,tranco_external,-1
home-assistant.io,Legitimate,tranco_external,4098
cash.app,Legitimate,tranco_external,-1
steamrip.com,Legitimate,tranco_external,-1
rule34.us,Legitimate,tranco_external,2094
secop.gov.co,Legitimate,tranco_external,4463
evri.com,Legitimate,tranco_external,8164
t1-cloud.ru,Legitimate,tranco_external,2114
digitalgov.gov,Legitimate,tranco_external,4481
gearpatrol.com,Legitimate,tranco_external,6922
saksfifthavenue.com,Legitimate,tranco_external,9981
drogasil.com.br,Legitimate,tranco_external,-1
novell.com,Legitimate,tranco_external,13259
parivahan.gov.in,Legitimate,tranco_external,5352
airtel.in,Legitimate,tranco_external,3650
scirp.org,Legitimate,tranco_external,6541
cbn.com,Legitimate,tranco_external,11162
ibispaint.com,Legitimate,tranco_external,5418
hubspotemail.net,Legitimate,tranco_external,3596
jsmsat.com,Legitimate,tranco_external,2063
exoscale.ch,Legitimate,tranco_external,-1
bluebillywig.com,Legitimate,tranco_external,7144
illusionblack.com,Legitimate,tranco_external,-1
dns.lv,Legitimate,tranco_external,-1
tkmaxx.com,Legitimate,tranco_external,10895
nysc.org.ng,Legitimate,tranco_external,-1
lenovo.com.cn,Legitimate,tranco_external,8474
spboss.mobi,Legitimate,tranco_external,-1
eset.systems,Legitimate,tranco_external,-1
silvermob.com,Legitimate,tranco_external,3850
heytapmobi.com,Legitimate,tranco_external,2435
marphezis.com,Legitimate,tranco_external,3892
dagospia.com,Legitimate,tranco_external,9483
github.blog,Legitimate,tranco_external,2854
yadongtv86.com,Legitimate,tranco_external,127
tubitv.com,Legitimate,tranco_external,4396
n8n.io,Legitimate,tranco_external,2656
planetminecraft.com,Legitimate,tranco_external,5658
pureapk.com,Legitimate,tranco_external,4120
zeotap.com,Legitimate,tranco_external,4248
winner.bet,Legitimate,tranco_external,-1
voisetech.com,Legitimate,tranco_external,937
pubmnet.com,Legitimate,tranco_external,1771
kaptcha.com,Legitimate,tranco_external,7119
playtika.com,Legitimate,tranco_external,6068
up.pt,Legitimate,tranco_external,-1
appcues.net,Legitimate,tranco_external,3570
shopee.com.my,Legitimate,tranco_external,4121
ruta1000.com.ar,Legitimate,tranco_external,4534
popcap.com,Legitimate,tranco_external,9386
sport.es,Legitimate,tranco_external,-1
sinajs.cn,Legitimate,tranco_external,7020
google.vu,Legitimate,tranco_external,8237
telerik.com,Legitimate,tranco_external,-1
folieporno.fr,Legitimate,tranco_external,2372
harica.gr,Legitimate,tranco_external,-1
mozgcp.net,Legitimate,tranco_external,2769
grafana.net,Legitimate,tranco_external,3875
byteintlapi.com,Legitimate,tranco_external,1883
pstatic.net,Legitimate,tranco_external,-1
sbermarketing.ru,Legitimate,tranco_external,2958
monash.edu,Legitimate,tranco_external,-1
jtexpress.com.cn,Legitimate,tranco_external,2485
saser.tw,Legitimate,tranco_external,-1
syncromsp.com,Legitimate,tranco_external,3177
artillex-studios.com,Legitimate,tranco_external,1120
cvut.cz,Legitimate,tranco_external,-1
examinationservices.nic.in,Legitimate,tranco_external,7747
zalando.com,Legitimate,tranco_external,6501
ivancity.com,Legitimate,tranco_external,9245
nirvam.it,Legitimate,tranco_external,7503
wa.link,Legitimate,tranco_external,2356
granify.com,Legitimate,tranco_external,5304
unece.org,Legitimate,tranco_external,11282
toolmatrix.plus,Legitimate,tranco_external,-1
xhchannel.com,Legitimate,tranco_external,1174
com.net,Legitimate,tranco_external,11486
sae.org,Legitimate,tranco_external,-1
ebaycdn.net,Legitimate,tranco_external,2622
azure-apim.net,Legitimate,tranco_external,-1
fresh8.co,Legitimate,tranco_external,4438
glance.net,Legitimate,tranco_external,9472
yektanet.com,Legitimate,tranco_external,3286
sattamatkaresult.net,Legitimate,tranco_external,4539
flipkart.net,Legitimate,tranco_external,6741
bdydns.cn,Legitimate,tranco_external,4256
admanmedia.com,Legitimate,tranco_external,6033
doz.pl,Legitimate,tranco_external,-1
elespanol.com,Legitimate,tranco_external,8059
hereapi.com,Legitimate,tranco_external,3267
mangaread.org,Legitimate,tranco_external,2325
itglue.com,Legitimate,tranco_external,-1
paginegialle.it,Legitimate,tranco_external,10816
dhgate.com,Legitimate,tranco_external,7840
camsoda.com,Legitimate,tranco_external,3969
ponta.jp,Legitimate,tranco_external,6390
nolo.com,Legitimate,tranco_external,11674
vfsglobal.com,Legitimate,tranco_external,7685
uts.edu.au,Legitimate,tranco_external,-1
paykeeper.ru,Legitimate,tranco_external,5403
siteground.net,Legitimate,tranco_external,8023
axis.com,Legitimate,tranco_external,-1
qatarairways.com,Legitimate,tranco_external,10519
getpocket.com,Legitimate,tranco_external,5514
redporn.porn,Legitimate,tranco_external,1979
google.com.pr,Legitimate,tranco_external,8445
trustindex.io,Legitimate,tranco_external,-1
bluetrafficstream.com,Legitimate,tranco_external,357
iscorp.com,Legitimate,tranco_external,11639
cvent.com,Legitimate,tranco_external,9712
api.aws,Legitimate,tranco_external,-1
telecomsvc.com,Legitimate,tranco_external,8413
thains.co.th,Legitimate,tranco_external,-1
telekom.com,Legitimate,tranco_external,-1
careem-engineering.com,Legitimate,tranco_external,-1
xhoz.world,Legitimate,tranco_external,-1
milb.com,Legitimate,tranco_external,8879
sandiegouniontribune.com,Legitimate,tranco_external,-1
ltwebstatic.com,Legitimate,tranco_external,3703
smtp2go.com,Legitimate,tranco_external,7203
p6sai.com,Legitimate,tranco_external,2000
maybank2u.com.my,Legitimate,tranco_external,9423
elfinanciero.com.mx,Legitimate,tranco_external,-1
networksolutions.com,Legitimate,tranco_external,10179
frameo.net,Legitimate,tranco_external,-1
rp-online.de,Legitimate,tranco_external,-1
indianrail.gov.in,Legitimate,tranco_external,8531
hotmart.com,Legitimate,tranco_external,7324
zdnscloud.biz,Legitimate,tranco_external,5302
onthemarket.com,Legitimate,tranco_external,10401
nptel.ac.in,Legitimate,tranco_external,4481
sexosur.cl,Legitimate,tranco_external,7818
videocelebs.net,Legitimate,tranco_external,3377
paadars.com,Legitimate,tranco_external,3901
edmentum.com,Legitimate,tranco_external,4977
blogspot.nl,Legitimate,tranco_external,8460
liveramp.com,Legitimate,tranco_external,5448
narod.ru,Legitimate,tranco_external,9588
dropgame.jp,Legitimate,tranco_external,3585
chartbeat.net,Legitimate,tranco_external,6374
ifilo.net,Legitimate,tranco_external,2010
google.lk,Legitimate,tranco_external,-1
telecinco.es,Legitimate,tranco_external,-1
investors.com,Legitimate,tranco_external,11526
downdetector.com,Legitimate,tranco_external,-1
beyondtrustcloud.com,Legitimate,tranco_external,-1
tui.com,Legitimate,tranco_external,10687
blibli.com,Legitimate,tranco_external,6676
filgoal.com,Legitimate,tranco_external,8948
privacymanager.io,Legitimate,tranco_external,-1
unleash-hosted.com,Legitimate,tranco_external,2545
snaptube.com,Legitimate,tranco_external,7174
kit.com,Legitimate,tranco_external,11059
russianfood.com,Legitimate,tranco_external,10351
journaldemontreal.com,Legitimate,tranco_external,10631
hessenschau.de,Legitimate,tranco_external,-1
ipsos.com,Legitimate,tranco_external,10149
geeksforgeeks.org,Legitimate,tranco_external,6200
warp.dev,Legitimate,tranco_external,-1
sorrisi.com,Legitimate,tranco_external,9951
bocongan.gov.vn,Legitimate,tranco_external,-1
origo.hu,Legitimate,tranco_external,9962
nortonalto.com,Legitimate,tranco_external,3598
natalie.mu,Legitimate,tranco_external,7379
hostatom.com,Legitimate,tranco_external,-1
imf.org,Legitimate,tranco_external,11836
catawiki.com,Legitimate,tranco_external,6909
goodsync.com,Legitimate,tranco_external,7903
soundtrackyourbrand.com,Legitimate,tranco_external,-1
wwstat.com,Legitimate,tranco_external,-1
awsdns-45.co.uk,Legitimate,tranco_external,-1
googlesource.com,Legitimate,tranco_external,7811
natlawreview.com,Legitimate,tranco_external,6245
screencastify.com,Legitimate,tranco_external,4421
ispconfig.org,Legitimate,tranco_external,8023
myfin.by,Legitimate,tranco_external,5723
digicert.cn,Legitimate,tranco_external,7350
active24.cz,Legitimate,tranco_external,-1
spoonflower.com,Legitimate,tranco_external,7601
wealthsimple.com,Legitimate,tranco_external,7159
telefonica.com,Legitimate,tranco_external,10903
com.be,Legitimate,tranco_external,-1
apps.chrome,Legitimate,tranco_external,-1
google.mv,Legitimate,tranco_external,-1
sciencenews.org,Legitimate,tranco_external,11009
tori.fi,Legitimate,tranco_external,-1
ucf.edu,Legitimate,tranco_external,-1
creditkarma.com,Legitimate,tranco_external,7497
freshworks.com,Legitimate,tranco_external,10252
chess-results.com,Legitimate,tranco_external,7172
francetravail.fr,Legitimate,tranco_external,-1
idaho.gov,Legitimate,tranco_external,8709
ipwho.is,Legitimate,tranco_external,-1
hornbach.de,Legitimate,tranco_external,-1
anilife.live,Legitimate,tranco_external,-1
ihg.com,Legitimate,tranco_external,10172
rockwellautomation.com,Legitimate,tranco_external,-1
trvdp.com,Legitimate,tranco_external,2773
youtibao.com,Legitimate,tranco_external,2098
nymag.com,Legitimate,tranco_external,10720
etrain.info,Legitimate,tranco_external,-1
bloomberglaw.com,Legitimate,tranco_external,-1
ziprecruiter.com,Legitimate,tranco_external,5859
91porny.com,Legitimate,tranco_external,2199
dnse5.com,Legitimate,tranco_external,1341
google.si,Legitimate,tranco_external,7645
anrdoezrs.net,Legitimate,tranco_external,8008
c-span.org,Legitimate,tranco_external,11845
adorocinema.com,Legitimate,tranco_external,9072
mta.info,Legitimate,tranco_external,-1
playwekings.ru,Legitimate,tranco_external,281
paramount.com,Legitimate,tranco_external,-1
saasexch.com,Legitimate,tranco_external,1650
browser-intake-datadoghq.eu,Legitimate,tranco_external,-1
bazaarvoice.com,Legitimate,tranco_external,7629
gemidos.tv,Legitimate,tranco_external,5748
yoomoney.ru,Legitimate,tranco_external,2002
stamped.io,Legitimate,tranco_external,3659
shorttv.live,Legitimate,tranco_external,-1
timeappmarketing.com,Legitimate,tranco_external,734
thscore.mobi,Legitimate,tranco_external,-1
codedish.co,Legitimate,tranco_external,1973
ticketmaster.co.uk,Legitimate,tranco_external,-1
ekino-tv.pl,Legitimate,tranco_external,-1
chewy.com,Legitimate,tranco_external,7996
nic.uk,Legitimate,tranco_external,-1
tiktok-row.net,Legitimate,tranco_external,923
proofpoint.com,Legitimate,tranco_external,8980
hudl.com,Legitimate,tranco_external,9502
topuniversities.com,Legitimate,tranco_external,8713
han-solo.net,Legitimate,tranco_external,10227
boyfriendtv.com,Legitimate,tranco_external,5738
rakuten-sec.co.jp,Legitimate,tranco_external,-1
sfgate.com,Legitimate,tranco_external,-1
foxbusiness.com,Legitimate,tranco_external,9654
jqueryui.com,Legitimate,tranco_external,6606
golux.com,Legitimate,tranco_external,10562
cumhuriyet.com.tr,Legitimate,tranco_external,-1
second-ns.com,Legitimate,tranco_external,7949
terabox.app,Legitimate,tranco_external,-1
toki.gov.tr,Legitimate,tranco_external,-1
fireworktv.com,Legitimate,tranco_external,2938
aryion.com,Legitimate,tranco_external,7543
v-videoapp.com,Legitimate,tranco_external,2056
bablosoft.com,Legitimate,tranco_external,3973
e621.net,Legitimate,tranco_external,-1
milfat.com,Legitimate,tranco_external,1163
bravenet.com,Legitimate,tranco_external,10604
andbeyond.media,Legitimate,tranco_external,-1
uppcl.org,Legitimate,tranco_external,9167
wantgoo.com,Legitimate,tranco_external,6597
bac.com,Legitimate,tranco_external,-1
tnh1.com.br,Legitimate,tranco_external,-1
gala.fr,Legitimate,tranco_external,9472
theyarehuge.com,Legitimate,tranco_external,2380
rise-ai.com,Legitimate,tranco_external,2506
cmbchina.com,Legitimate,tranco_external,-1
openbittorrent.com,Legitimate,tranco_external,6244
mdhv.io,Legitimate,tranco_external,3289
mobygames.com,Legitimate,tranco_external,-1
canadianwebhosting.com,Legitimate,tranco_external,9543
setmore.com,Legitimate,tranco_external,5341
nextdoor.com,Legitimate,tranco_external,8063
sxsw.com,Legitimate,tranco_external,11179
appnext.com,Legitimate,tranco_external,6600
t.ly,Legitimate,tranco_external,5853
moe.gov.my,Legitimate,tranco_external,10571
starwars.com,Legitimate,tranco_external,-1
voicemod.net,Legitimate,tranco_external,5622
satta-king-fast.com,Legitimate,tranco_external,2936
harpercollins.com,Legitimate,tranco_external,11654
umbc.edu,Legitimate,tranco_external,-1
relevant-digital.com,Legitimate,tranco_external,3562
rfihub.net,Legitimate,tranco_external,6509
orangedata.ru,Legitimate,tranco_external,3431
miku-doujin.com,Legitimate,tranco_external,2825
limetorrents.fun,Legitimate,tranco_external,190
linksys.com,Legitimate,tranco_external,11128
contextweb.com,Legitimate,tranco_external,9490
ekitan.com,Legitimate,tranco_external,9601
aliexpress-media.com,Legitimate,tranco_external,1719
ydmob.com,Legitimate,tranco_external,3729
ztat.net,Legitimate,tranco_external,5648
xrea.com,Legitimate,tranco_external,8995
sanook.com,Legitimate,tranco_external,10647
cnnx.link,Legitimate,tranco_external,3058
acobt.tech,Legitimate,tranco_external,896
redbus1.org,Legitimate,tranco_external,139
ngpay88.com,Legitimate,tranco_external,1188
inshot.cc,Legitimate,tranco_external,3281
hdfcbank.com,Legitimate,tranco_external,3650
here.com,Legitimate,tranco_external,11230
jmu.edu,Legitimate,tranco_external,-1
clamav.net,Legitimate,tranco_external,8545
gamespot.com,Legitimate,tranco_external,11014
xbanxia.cc,Legitimate,tranco_external,472
dotnxdomain.net,Legitimate,tranco_external,4935
dyndns.biz,Legitimate,tranco_external,8880
lahuashanbx.com,Legitimate,tranco_external,2399
maynoe.com,Legitimate,tranco_external,1271
sprinthost.ru,Legitimate,tranco_external,7419
highwebmedia.com,Legitimate,tranco_external,7767
wwd.com,Legitimate,tranco_external,11177
boxofficemojo.com,Legitimate,tranco_external,9739
zeasn.tv,Legitimate,tranco_external,3485
imggaming.com,Legitimate,tranco_external,4698
githubcopilot.com,Legitimate,tranco_external,1715
segmentapis.com,Legitimate,tranco_external,2779
google.com.sv,Legitimate,tranco_external,-1
bx-dc-msedge.net,Legitimate,tranco_external,613
dnsv3.com,Legitimate,tranco_external,5618
transsion.com,Legitimate,tranco_external,4599
akamaitechnologies.com,Legitimate,tranco_external,10066
mobirise.com,Legitimate,tranco_external,7423
blockchain.com,Legitimate,tranco_external,5481
txxx.me,Legitimate,tranco_external,342
