domain,label,source,domain_length,digit_ratio,dot_ratio,num_hyphens,hyphen_ratio,num_special_chars,special_char_ratio,subdomain_count,brand_keyword_position,registered_domain_length,has_cse_keyword_in_subdomain,is_malicious_gtld,brand_to_reg_length_ratio,min_brand_levenshtein,has_brand_in_path,has_ip,has_repeated_digits,consonant_ratio,vowel_ratio,longest_consonant_run,is_punycode,subdomain_depth,is_common_tld,tld_length,entropy,has_login,has_signin,has_secure,has_account,has_verify,has_update,has_support,has_banking,has_paypal,has_auth,has_security,has_confirm,has_https,domain_age_days,has_ssl,is_lets_encrypt,cert_domain_matches,has_mx,has_spf,cert_age_days,cert_days_remaining,a_record_count,ttl_value
lacounty.gov,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,3.0,0.0,0.0,1.0,3.0,3.4182958340544896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7250,1,0,0,1,1,-1,-1,2,4963
wav.tv,Legitimate,tranco_external,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,2.0,0.0,0.0,0.0,2.0,2.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4758,1,0,0,1,1,-1,-1,2,1427
blm.gov,Legitimate,tranco_external,7.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7142857142857143,0.1428571428571428,3.0,0.0,0.0,1.0,3.0,2.807354922057604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10386,1,0,0,1,1,-1,-1,4,298
thepioneerwoman.com,Legitimate,tranco_external,19.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5263157894736842,0.4210526315789473,2.0,0.0,0.0,1.0,3.0,3.536886723742167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7083,1,0,0,1,1,-1,-1,4,300
hookspf.com,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,4.0,0.0,0.0,1.0,3.0,3.027169118440619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,0,0,0,0,0,-1,-1,0,-1
turfexpert.net,Legitimate,tranco_external,14.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6428571428571429,0.2857142857142857,2.0,0.0,0.0,1.0,3.0,2.9852281360342525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1,0,0,0,0,-1,-1,2,300
usabilla.com,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.4166666666666667,2.0,0.0,0.0,1.0,3.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6364,1,0,0,1,1,-1,-1,4,60
smh.com.au,Legitimate,tranco_external,10.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.3,3.0,0.0,1.0,0.0,2.0,2.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,4,48
rijksoverheid.nl,Legitimate,tranco_external,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.625,0.3125,3.0,0.0,0.0,0.0,2.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9744,1,0,0,1,1,-1,-1,4,14395
paysafe.com,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,2.0,0.0,0.0,1.0,3.0,3.277613436819116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10855,1,0,0,1,1,-1,-1,4,297
vercel-dns-016.com,Legitimate,tranco_external,18.0,0.1666666666666666,0.0555555555555555,2.0,0.1111111111111111,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.1666666666666666,3.0,0.0,0.0,1.0,3.0,3.8365916681089782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,0,0,0,0,0,-1,-1,0,-1
geneanet.org,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.4166666666666667,2.0,0.0,0.0,1.0,3.0,2.8553885422075336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10779,1,0,0,1,1,-1,-1,2,295
tns-counter.ru,Legitimate,tranco_external,14.0,0.0,0.0714285714285714,1.0,0.0714285714285714,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,3.0,0.0,0.0,0.0,2.0,3.235926350629033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7356,1,0,0,0,0,-1,-1,2,2277
uwo.ca,Legitimate,tranco_external,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,2.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9279,1,0,0,1,1,-1,-1,1,597
bitmoji.com,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,2.0,0.0,0.0,1.0,3.0,2.913977073182752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242,1,0,0,1,1,-1,-1,4,59
nowcoder.com,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,3.0220552088742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4496,1,0,0,1,1,-1,-1,1,57
baishan-cloud.net,Legitimate,tranco_external,17.0,0.0,0.0588235294117647,1.0,0.0588235294117647,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5294117647058824,0.3529411764705882,2.0,0.0,0.0,1.0,3.0,3.8521687236032816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3644,0,0,0,0,0,-1,-1,1,597
x7i0.com,Legitimate,tranco_external,8.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.375,0.25,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1714,1,0,0,0,0,-1,-1,1,685
rsasecurity.com,Legitimate,tranco_external,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,3.5068905956085183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9864,0,0,0,0,1,-1,-1,0,-1
hoyoverse.com,Legitimate,tranco_external,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,1.0,3.0,3.1808329872054406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1673,1,0,0,1,1,-1,-1,1,599
shahvani.com,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,1,-1,-1,3,300
meetcircle-netgear.co,Legitimate,tranco_external,21.0,0.0,0.0476190476190476,1.0,0.0476190476190476,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5238095238095238,0.3809523809523809,3.0,0.0,0.0,0.0,2.0,3.422577995321604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498,0,0,0,0,0,-1,-1,0,-1
southernliving.com,Legitimate,tranco_external,18.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6111111111111112,0.3333333333333333,3.0,0.0,0.0,1.0,3.0,3.8365916681089782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10176,1,0,0,1,1,-1,-1,2,299
twitpic.com,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,2.0,0.0,0.0,1.0,3.0,2.9139770731827523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6613,1,0,0,0,0,-1,-1,4,299
avito.st,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5,0.375,2.0,0.0,0.0,0.0,2.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5627,1,0,0,1,0,-1,-1,3,117
hostpapa.com,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,3.0,0.0,0.0,1.0,3.0,3.084962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7448,1,0,0,1,1,-1,-1,2,298
moneycontrol.com,Legitimate,tranco_external,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.625,0.3125,3.0,0.0,0.0,1.0,3.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650,1,0,0,1,1,-1,-1,2,19
melbetegypt.com,Legitimate,tranco_external,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.2666666666666666,4.0,0.0,0.0,1.0,3.0,3.323231428797621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119,1,0,0,0,0,-1,-1,1,299
de.net,Legitimate,tranco_external,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,1.0,0.0,0.0,1.0,3.0,2.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11361,0,0,0,0,0,-1,-1,0,-1
slashgear.com,Legitimate,tranco_external,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,3.0,0.0,0.0,1.0,3.0,3.3927474104487847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7387,1,0,0,1,1,-1,-1,4,60
europepmc.org,Legitimate,tranco_external,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,3.0,0.0,0.0,1.0,3.0,3.085055102756477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6202,1,0,0,1,1,-1,-1,1,59
dhnet.be,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.625,0.25,3.0,0.0,0.0,0.0,2.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,2,298
dw.com,Legitimate,tranco_external,6.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,2.0,0.0,0.0,1.0,3.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11416,1,0,0,1,1,-1,-1,2,297
electricitymaps.com,Legitimate,tranco_external,19.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.631578947368421,0.3157894736842105,3.0,0.0,0.0,1.0,3.0,3.5766176449086657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464,1,0,0,1,1,-1,-1,2,299
wfwf447.com,Legitimate,tranco_external,11.0,0.2727272727272727,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.0909090909090909,4.0,0.0,0.0,1.0,3.0,2.913977073182752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,1,0,0,0,0,-1,-1,3,300
hvosting.ua,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,2.0,0.0,0.0,0.0,2.0,3.459431618637298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6809,1,0,0,1,1,-1,-1,1,356
rajasthan.gov.in,Legitimate,tranco_external,16.0,0.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5625,0.3125,3.0,0.0,1.0,0.0,2.0,3.452819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8319,1,0,0,1,1,-1,-1,1,4
goodhousekeeping.com,Legitimate,tranco_external,20.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.45,2.0,0.0,0.0,1.0,3.0,3.584183719779189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,4,300
bsky.network,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.1666666666666666,4.0,0.0,0.0,0.0,7.0,3.4182958340544896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,0,0,-1,-1,1,58
nokia.com,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.0,1.0,3.0,2.9477027792200903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12661,1,0,0,1,1,-1,-1,1,21599
l-cdn.com,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,3.0,0.0,0.0,1.0,3.0,2.94770277922009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3222,0,0,0,0,1,-1,-1,0,-1
kobo.com,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.375,1.0,0.0,0.0,1.0,3.0,2.4056390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10687,1,0,0,1,1,-1,-1,2,299
samregion.ru,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5,0.4166666666666667,2.0,0.0,0.0,0.0,2.0,3.418295834054489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7506,0,0,0,0,1,-1,-1,1,291
hdslb.com,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,5.0,0.0,0.0,1.0,3.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5219,0,0,0,0,0,-1,-1,0,-1
turkiye.gov.tr,Legitimate,tranco_external,14.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,2.0,0.0,1.0,0.0,2.0,3.378783493486176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,1,18090
jugandoonline.com.ar,Legitimate,tranco_external,20.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.4,2.0,0.0,1.0,0.0,2.0,3.6464393446710153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4580,1,0,0,1,1,-1,-1,1,295
rotowire.com,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.4166666666666667,1.0,0.0,0.0,1.0,3.0,3.0220552088742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9115,1,0,0,1,1,-1,-1,2,299
awsdns-28.com,Legitimate,tranco_external,13.0,0.1538461538461538,0.0769230769230769,1.0,0.0769230769230769,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.1538461538461538,5.0,0.0,0.0,1.0,3.0,3.5465935642949384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5619,0,0,0,0,1,-1,-1,0,-1
edizdalkilic.com,Legitimate,tranco_external,16.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5625,0.375,2.0,0.0,0.0,1.0,3.0,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213,1,0,0,0,0,-1,-1,2,300
bplslb.com,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8,0.1,6.0,0.0,0.0,1.0,3.0,2.9219280948873627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438,0,0,0,0,0,-1,-1,0,-1
modland.net,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,2.0,0.0,0.0,1.0,3.0,3.0957952550009344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4827,1,0,0,1,0,-1,-1,3,300
fortiedr.com,Legitimate,tranco_external,12.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,2.0,0.0,0.0,1.0,3.0,3.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216,0,0,0,0,0,-1,-1,1,3597
tendawifi.com,Legitimate,tranco_external,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5384615384615384,0.3846153846153846,2.0,0.0,0.0,1.0,3.0,3.546593564294939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4457,0,0,0,0,0,-1,-1,0,-1
dnews.gr,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.75,0.125,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,1,-1,-1,3,297
e.leclerc,Legitimate,tranco_external,9.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,2.0,0.0,0.0,0.0,7.0,2.197159723424149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3739,1,0,0,1,1,-1,-1,1,3599
plista.com,Legitimate,tranco_external,10.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.3,2.0,0.0,0.0,1.0,3.0,3.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6739,0,0,0,1,1,-1,-1,0,-1
ortb.net,Legitimate,tranco_external,8.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.625,0.25,3.0,0.0,0.0,1.0,3.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059,0,0,0,1,1,-1,-1,0,-1
disney-plus.net,Legitimate,tranco_external,15.0,0.0,0.0666666666666666,1.0,0.0666666666666666,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6,0.2666666666666666,2.0,0.0,0.0,1.0,3.0,3.506890595608518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,-1,-1,0,-1
bestwestern.com,Legitimate,tranco_external,15.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.2666666666666666,3.0,0.0,0.0,1.0,3.0,3.3232314287976203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11452,1,0,0,1,1,-1,-1,1,18
tubecup.net,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,1.0,0.0,0.0,1.0,3.0,2.9139770731827523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6374,0,0,0,0,0,-1,-1,1,297
effirst.com,Legitimate,tranco_external,11.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,3.0,0.0,0.0,1.0,3.0,3.277613436819116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440,0,0,0,0,0,-1,-1,0,-1
ilo.org,Legitimate,tranco_external,7.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.4285714285714285,0.4285714285714285,2.0,0.0,0.0,1.0,3.0,2.521640636343318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10876,1,0,0,1,1,-1,-1,2,299
supersport.hr,Legitimate,tranco_external,13.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.6923076923076923,0.2307692307692307,3.0,0.0,0.0,0.0,2.0,3.0269868333592878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9260,1,0,0,1,1,-1,-1,3,58
